systeminfo_identifier,product,feature,featureversion,binaryrating,useragent,updateddate,scaleratingmax,feedbacktext,assetalias
id:3f5dde3d-1506-4f5e-8ff9-85c3f4c9e5a5,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5 Build/SQ1A.220205.002),2022-03-07T05:43:02.395Z,,,Android.App
id:3f607e3a-ea64-4e5d-9f03-bd22e219c1e8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-10T10:27:47.121Z,,,Android.App
id:2fe0b9a5-d11d-40ec-bd71-14e3bb48b7f9,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G988U Build/SP1A.210812.016),2022-03-10T10:20:48.796Z,,,Android.App
id:f64fe8e2-894e-4dec-a2ac-bca397b9e2cd,Microsoft Office,ProfitLossDashboardItemViewModel,1,TRUE,QuickBooks/21123 CFNetwork/1327.0.4 Darwin/21.2.0,2022-02-18T22:41:11.518Z,,feedback,com.microsoft.qbo.ios
id:399aeaad-b11b-42f8-b8ff-39a419efa637,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G781V Build/RP1A.200720.012),2022-03-10T05:59:01.457Z,,,Android.App
id:1c664b49-9236-4775-be14-4af569de8c5f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-07T05:30:59.725Z,,,Android.App
id:1aed43ea-4cc3-46ef-a850-da0f04ae6bae,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),2022-03-08T05:49:40.053Z,,,Android.App
id:2c48a2cd-3621-40e9-8473-c3d6718408d1,Microsoft Office,Word,1,FALSE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781U Build/SP1A.210812.016),2022-03-10T05:01:15.322Z,,Several of the desks are either Dummy watchs or Auto Loans. ,Android.App
id:4d7a68f0-70ee-4e85-ab94-544a72f9272b,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 5a Build/RD2A.210605.007),2022-03-10T05:59:58.790Z,,,Android.App
id:d0c957af-d716-4eaa-9591-ab99ae07f542,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-F926U Build/RP1A.200720.012),2022-02-28T00:46:45.424Z,,,Android.App
id:6ab03f53-6c24-4b55-964c-b0a5d7720f19,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; motorola edge 5G UW (2021) Build/RRMS31.Q3-23-39-14-1-1),2022-02-25T19:15:56.019Z,,,Android.App
id:f2723b48-e8fe-46c0-ad52-a8ca6634f944,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-08T05:21:08.649Z,,,Android.App
id:809d2255-c6ee-4b85-8d6e-3035e2311537,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G781U Build/RP1A.200720.012),2022-02-25T19:43:17.068Z,,,Android.App
id:89a848f7-7768-43d9-a38e-cfd41ec5af5f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-A526U Build/SP1A.210812.016),2022-02-25T19:00:36.116Z,,,Android.App
id:4eaf4813-232e-4c83-85bf-b6e92544e85d,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-02-27T21:30:03.919Z,,,Android.App
id:2b04ccae-ba71-4825-8b05-ac841c150da8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-02-27T21:48:53.478Z,,,Android.App
id:e2a60d5b-979e-4e0a-95d1-17c4dae3082b,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-02-28T00:21:05.737Z,,,Android.App
id:9293db9c-ab28-42a0-b5e3-c9d0d3633b6f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-A526U Build/SP1A.210812.016),2022-02-25T19:27:53.442Z,,,Android.App
id:7111d42d-78a0-4c65-ad6f-3c459d5cee54,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-27T21:18:17.882Z,,,Android.App
id:490b746c-56e1-4ea7-869e-92af24778114,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 9; LM-G710VM Build/PKQ1.181105.001),2022-03-09T10:52:24.207Z,,,Android.App
id:d90c256f-c68b-4de4-a84e-6a1cc0e235d2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a (5G) Build/SQ1A.220205.002),2022-02-25T19:08:27.727Z,,,Android.App
id:c14527ae-a704-4647-af13-058651d98dc8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g stylus (2021) Build/RPCS31.Q2-109-16-8),2022-02-27T21:15:01.806Z,,,Android.App
id:1b3a0977-ee27-4922-a8b2-5c18c14a24c0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),2022-02-27T21:21:05.647Z,,,Android.App
id:366c5ff1-8163-46f9-b447-4e68967b30fa,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-25T19:10:30.378Z,,,Android.App
id:ce10b1cd-6983-4d86-a4cb-82fd446e08fe,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N981U Build/SP1A.210812.016),2022-03-09T10:04:54.528Z,,,Android.App
id:c0bfe21b-d765-4f69-b9c9-f3bb4752e489,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; T790W Build/RKQ1.210209.002),2022-03-09T10:20:07.439Z,,,Android.App
id:b11ca926-7531-4730-8904-c70abaa1a4ba,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-A526U Build/SP1A.210812.016),2022-02-25T19:47:17.902Z,,,Android.App
id:2e78c857-1c21-4d39-b3f7-f861fe50e3ad,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N975U Build/SP1A.210812.016),2022-02-28T00:06:15.607Z,,was easy to find,Android.App
id:0a714fc8-116d-4495-99a3-7bdb611dc1b1,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G986U Build/SP1A.210812.016),2022-02-25T19:37:08.191Z,,,Android.App
id:5c4ff069-067b-49d6-936d-d7bfebcf4246,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N981U Build/SP1A.210812.016),2022-02-26T21:34:52.708Z,,,Android.App
id:63ce260a-3a90-4a41-b84e-026dd9b449d6,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A326U Build/RP1A.200720.012),2022-02-25T19:24:36.545Z,,u,Android.App
id:15f553b0-3808-4105-aa9e-e7daa29ce4a2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-28T00:42:03.626Z,,,Android.App
id:1b3a0977-ee27-4922-a8b2-5c18c14a24c0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),2022-02-27T21:21:05.647Z,,,Android.App
id:b959f34e-90eb-4e4a-95ad-703b5db5f407,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SD1A.210817.037.A1),2022-02-27T21:53:34.603Z,,,Android.App
id:7d651e9c-9038-4adf-9834-f5120f6eed15,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5a Build/SQ1A.220205.002),2022-02-26T21:44:52.172Z,,,Android.App
id:0f9e1f4d-18a3-43dd-8370-7589f06092ec,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-N960U Build/QP1A.190711.020),2022-02-27T21:26:21.913Z,,,Android.App
id:836cae59-6ccd-4f1f-a735-37f639097d3c,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-25T19:07:39.019Z,,,Android.App
id:3e8b5cb0-8fed-48a6-ba2b-23b06eb8e513,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G988U Build/SP1A.210812.016),2022-02-25T19:28:02.007Z,,,Android.App
id:a84a2914-0639-4ae6-ab18-276906e72bb8,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-11T05:13:50.936Z,,,Android.App
id:0e9fc58e-3de3-4ca8-9eea-4d4299462930,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; GM1917 Build/RKQ1.201022.002),2022-02-27T21:56:02.698Z,,,Android.App
id:3769c598-16a0-4877-894e-a463dd7131c8,Microsoft Office,Excel,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-A115U Build/QP1A.190711.020),2022-03-11T05:55:12.459Z,,,Android.App
id:f2e515c0-36fa-4ce9-82f8-834fe1a18b47,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G970U Build/RP1A.200720.012),2022-02-26T21:14:57.471Z,,,Android.App
id:ae2845c2-d6fe-4e38-b90a-d654c519f4ca,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; T770B Build/RKQ1.210107.001),2022-02-24T20:38:40.109Z,,,Android.App
id:6ada8896-22a3-4739-87b9-47151f4c0f40,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Mi 9T Build/RKQ1.200826.002),2022-03-09T10:37:46.974Z,,,Android.App
id:ad44657d-6929-4ce6-89d6-e2d366bd1323,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; moto z4 Build/QDF30.130-42-5-17),2022-02-24T20:41:16.480Z,,,Android.App
id:d17a9577-087e-4fca-8653-491c26979357,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-02-24T20:41:55.450Z,,,Android.App
id:07e111e5-0837-41d3-8514-de27eaa4df2b,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U1 Build/QP1A.190711.020),2022-03-11T05:55:53.749Z,,,Android.App
id:1f55bad7-fc76-4a63-8914-15445a2ec223,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-G781V Build/RP1A.200720.012),2022-03-11T05:38:14.641Z,,,Android.App
id:066d37c8-2f15-46ba-b919-02bb6a3e63d5,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G973U Build/SP1A.210812.016),2022-02-26T21:07:28.681Z,,,Android.App
id:f0ccd992-cfa9-439c-8a21-d8427dffde95,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-03-11T05:43:41.623Z,,,Android.App
id:58943892-d594-469d-998d-5e52fb3882d7,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-24T20:13:44.033Z,,,Android.App
id:7f7608fc-2bb7-43be-a54a-ab1e043937f9,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; moto e6 (XT2005DL) Build/PPBS29.73-81-5-14-5-4-2-6-7),2022-03-01T16:56:53.445Z,,,Android.App
id:bf8c1c1b-18eb-4352-94bc-955f003472ca,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a (5G) Build/SQ1A.220205.002),2022-02-24T21:41:22.654Z,,,Android.App
id:71da0eb5-5e4c-438c-af27-e912d9da914a,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G973U1 Build/QP1A.190711.020),2022-02-24T21:26:30.541Z,,,Android.App
id:c828e329-563c-411c-8ad6-2ab4d3dd2f60,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-24T21:12:13.179Z,,,Android.App
id:92997f05-1fbc-4dce-a74a-762b96aca21f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a (5G) Build/SQ1A.220205.002),2022-02-26T22:26:16.092Z,,,Android.App
id:97ccb717-4484-4471-8351-87edfe5bbeb2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-02-24T21:07:09.864Z,,,Android.App
id:d6095161-1d9b-4f1c-bef1-f3b206e443b8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-25T20:54:57.074Z,,,Android.App
id:59de6bcf-a4be-4a4d-8ec5-9e50bc038ade,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-03-02T05:04:11.198Z,,,Android.App
id:79a683c3-51d1-43c0-b1ea-d3b7cd8f7c63,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G991U Build/SP1A.210812.016),2022-02-25T20:26:24.172Z,,,Android.App
id:268bcd97-79d3-4e88-86bc-7a02486937ad,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-25T20:47:30.526Z,,,Android.App
id:a4523b56-a825-4f6d-ac9a-724fd68c2197,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U Build/PPR1.180610.011),2022-02-26T22:26:21.209Z,,,Android.App
id:6cb1e90e-cf36-4c86-bae1-a278a0aed361,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 5a Build/SQ1A.220205.002),2022-02-25T20:10:51.301Z,,,Android.App
id:945fc124-a0df-4c68-a06f-fa80db4c916f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-24T21:29:40.638Z,,,Android.App
id:38008f6e-8f88-4d14-8596-487474736f3b,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-02-24T21:01:45.906Z,,,Android.App
id:a693fa13-3227-4012-97c1-e3f07032bb9e,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-26T22:35:33.566Z,,,Android.App
id:67e43f92-d402-4668-af4d-ac8e7627ff26,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-25T20:54:58.752Z,,,Android.App
id:10bf58ea-542b-48a9-b5bb-36efdc6b2085,Microsoft Office,Excel,1,TRUE,25.52.5/Android Dalvik/2.1.0 (Linux; U; Android 11; LM-G820 Build/RKQ1.210420.001),2022-02-18T23:19:08.488Z,,nice,Android.App
id:ec97cfea-e8b3-457f-9652-41e8767e74c9,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-N950U Build/PPR1.180610.011),2022-02-24T21:35:57.306Z,,,Android.App
id:de4d7f51-80ae-4bee-b038-958f6b7daa3a,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-02-27T22:07:20.070Z,,easy,Android.App
id:712fc1a2-8e40-405c-8ba5-bbf911ba52c3,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-02-26T22:23:11.050Z,,,Android.App
id:a7bac64f-ae35-4780-824e-dceb66dd9630,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 10; SM-G965U1 Build/QP1A.190711.020),2022-03-04T17:16:24.371Z,,,Android.App
id:121f0ad2-3431-4e50-a197-b7f789a3a54f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-A025V Build/RP1A.200720.012),2022-02-25T20:54:12.922Z,,,Android.App
id:277d9124-7182-495e-9761-669ee3e39320,Microsoft Office,Word,1,TRUE,25.54.0/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-03-02T05:39:39.672Z,,,Android.App
id:6c8e077b-9b1c-4fc3-b586-fa45a58433f8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-02-27T22:36:54.214Z,,,Android.App
id:7f136ddf-3a02-49ff-9071-dca684cbfa84,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-02-26T22:49:19.818Z,,,Android.App
id:364dd398-d210-43b8-9944-5c3140326d76,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-27T22:10:13.504Z,,,Android.App
id:5147aa48-a6dc-4dad-a180-6b966c2c227e,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 10; LM-Q730 Build/QKQ1.200216.002),2022-03-02T05:17:05.400Z,,,Android.App
id:c2956233-fc33-4ae6-8d65-b45872593e1a,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; IN2015 Build/RP1A.201005.001),2022-02-25T20:28:32.727Z,,,Android.App
id:d6f920c6-d304-40bb-8598-ecaadc8b6cc2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-02-27T22:11:08.126Z,,,Android.App
id:db7497e2-3be2-43b1-8719-e144431ec25b,Microsoft Office,Word,1,FALSE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; SM-N975U Build/RP1A.200720.012),2022-02-27T22:33:02.869Z,,Dummy watch balance not debited...,Android.App
id:b12be70c-2ab5-4553-8067-3da36df8cafc,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N975U Build/SP1A.210812.016),2022-02-24T21:45:58.034Z,,,Android.App
id:064bd299-44e1-4db0-9356-c509d0f963f3,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-27T22:20:55.026Z,,,Android.App
id:bc9c7a74-0ab5-408b-ad1f-a5efe8595905,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U1 Build/SP1A.210812.016),2022-03-02T05:26:52.715Z,,easy,Android.App
id:320ef0cd-54bf-411d-87ff-880f9ad4e142,Microsoft Office,Word,1,TRUE,25.56.0/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g stylus 5G Build/RRES31.Q2-11-103-7),2022-03-15T09:02:23.324Z,,,Android.App
id:3bf3de12-87df-464d-aabb-6da9b5236902,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-23T20:43:16.547Z,,,Android.App
id:392fa867-a615-4c62-8880-a9e87b9175ef,Microsoft Office,Word,1,TRUE,25.55.0/Android Dalvik/2.1.0 (Linux; U; Android 11; HD1907 Build/RKQ1.201022.002),2022-03-15T09:38:07.702Z,,Business desks,Android.App
id:06fa0599-1a64-4300-891c-f313f5354f8b,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-02-25T21:03:51.923Z,,,Android.App
id:9d8c0f2f-d195-4edf-a59b-edd1e8b418df,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-N950U Build/PPR1.180610.011),2022-02-25T21:02:32.972Z,,,Android.App
id:febfe428-9da1-4240-a825-eb1f5a83aaf8,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.004),2022-02-25T21:35:02.636Z,,,Android.App
id:03fcc047-c813-47cb-896c-f1f83591909f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S901U Build/SP1A.210812.016),2022-02-25T21:56:58.674Z,,,Android.App
id:db5c5713-8fa2-4a1b-b718-dd28d38824fb,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; motorola edge plus Build/RPBS31.Q1-19-58-30-6),2022-02-25T21:20:18.006Z,,,Android.App
id:eb379f73-97b5-4386-812b-05f74a6f6de2,Microsoft Office,Word,1,TRUE,25.54.0+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S908U Build/SP1A.210812.016),2022-03-05T05:49:00.653Z,,,Android.App
id:c1ec730e-b210-4032-9420-ba3951c16f9e,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U Build/SP1A.210812.016),2022-02-25T21:07:01.127Z,,,Android.App
id:c0d0a2df-65c8-48ed-a2a5-742763028287,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 4a Build/SQ1A.220205.002),2022-02-25T21:02:26.111Z,,,Android.App
id:f2127f66-4101-483d-b086-5e693baee8e3,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; Pixel 5a Build/RD2A.211001.002),2022-02-23T21:29:06.313Z,,,Android.App
id:a1776b00-4cab-4187-91b3-cb641a9ad4f8,Microsoft Office,Paint,1,TRUE,25.52.8/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220205.003),2022-02-23T21:09:31.961Z,,,Android.App
id:9ff09929-45d6-4899-b525-d9d7302159b6,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G781V Build/SP1A.210812.016),2022-02-23T21:54:06.926Z,,,Android.App
id:ebfc1528-1d26-4a00-9f83-e840d3b53fe4,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 9; SM-J337V Build/PPR1.180610.011),2022-02-28T01:31:48.173Z,,,Android.App
id:439dfa63-765f-42ae-9969-589acc5ce7c0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-02-24T22:55:39.002Z,,,Android.App
id:3e5158c6-ec09-4d74-839d-679cc867449c,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G975U Build/SP1A.210812.016),2022-02-23T21:44:53.970Z,,,Android.App
id:35c2f399-2341-47c0-bc78-132b1f358ee5,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-02-26T23:22:22.180Z,,,Android.App
id:27f74316-33ff-4db1-b57f-4829a75dfc34,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Build/SQ1D.220205.004),2022-02-28T01:23:21.338Z,,,Android.App
id:27be0d3a-a338-4eac-a99c-71e0ec2944d2,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-G998U1 Build/SP1A.210812.016),2022-02-24T23:57:57.796Z,,,Android.App
id:46e3e17f-5cd1-41f3-a0da-304be135be89,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; Pixel 6 Pro Build/SQ1D.220105.007),2022-02-24T23:11:31.194Z,,,Android.App
id:d34d761e-acef-4e4c-80ed-b61ef4e09cf9,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-N986U Build/SP1A.210812.016),2022-02-28T01:51:22.641Z,,,Android.App
id:629affaf-5460-4d17-8190-3176538d359f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 12; SM-S906U Build/SP1A.210812.016),2022-02-26T23:04:26.213Z,,,Android.App
id:f05bc072-236a-4ff1-9e1c-92cb86d80acf,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g power (2021) Build/RZBS31.Q2-143-27-1),2022-02-24T23:52:12.439Z,,umm.. just because,Android.App
id:a16eed27-f2cb-4b18-a355-c6c70111f64f,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; moto g power Build/RQ3A.211001.001),2022-02-24T23:25:50.802Z,,,Android.App
id:6af511d1-80b5-4aa1-a15e-7c755ee3e9e0,Microsoft Office,Word,1,TRUE,25.52.5+1/Android Dalvik/2.1.0 (Linux; U; Android 11; motorola one 5G UW Build/RPNS31.Q1-51-30-9-10),2022-02-26T23:26:11.948Z,,,Android.App
